objectid,title,creator,date,description,subject,location,idaho_county,latitude,longitude,source,identifier,type,format original,format,finding aid,digital collection,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
ug138_1_1_011.jpg,Lygus,"Hallock, Harold C.",1950-08,A black and white still photograph of lygus eggs in a beet petiole.,Insecta (class); Hemiptera (order); Heteroptera (suborder),"Twin Falls, Idaho",Twin Falls County,42.562786,-114.460503,"Insect and Parasite Photographs, UG 138, University of Idaho Library Special Collections and Archives, https://archiveswest.orbiscascade.org/ark:80444/xv489597",ug138_1_1_011,Image;StillImage,black-and-white photograph,image/jpeg,,"Plant, Soil, and Entomological Sciences records",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/pses/pses_011.jpg,https://objects.lib.uidaho.edu/pses/small/pses_011_sm.jpg,"https://objects.lib.uidaho.edu/pses/thumbs/pses_011_th.jpg"
ug138_1_1_012.jpg,Mormon Cricket,"Peay, Walter E.",1965,A black and while image of a single male mormon cricket.,Insecta (class); Orthoptera (order); male,"Twin Falls, Idaho",Twin Falls County,42.562786,-114.460503,"Insect and Parasite Photographs, UG 138, University of Idaho Library Special Collections and Archives, https://archiveswest.orbiscascade.org/ark:80444/xv489597",ug138_1_1_012,Image;StillImage,black-and-white photograph,image/jpeg,,"Plant, Soil, and Entomological Sciences records",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/pses/pses_012.jpg,https://objects.lib.uidaho.edu/pses/small/pses_012_sm.jpg,"https://objects.lib.uidaho.edu/pses/thumbs/pses_012_th.jpg"
ug138_1_1_013.jpg,Ladybird beetle,"Peay, Walter E.",1955,A black and white still photograph of a single ladybird beetle of a leaf surrounded by unidentified insects.,Insecta (class); Coleoptera (order); plant material,"Twin Falls, Idaho",Twin Falls County,42.562786,-114.460503,"Insect and Parasite Photographs, UG 138, University of Idaho Library Special Collections and Archives, https://archiveswest.orbiscascade.org/ark:80444/xv489597",ug138_1_1_013,Image;StillImage,black-and-white photograph,image/jpeg,,"Plant, Soil, and Entomological Sciences records",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/pses/pses_013.jpg,https://objects.lib.uidaho.edu/pses/small/pses_013_sm.jpg,"https://objects.lib.uidaho.edu/pses/thumbs/pses_013_th.jpg"
ug138_1_1_014.jpg,Blister beetle,"Peay, Walter E.",1961-07,A black and white still photograph of two ash-gray blister beetles on damaged sugar beet leaf.,Insecta (class); Coleoptera (order); plant material,"Twin Falls, Idaho",Twin Falls County,42.562786,-114.460503,"Insect and Parasite Photographs, UG 138, University of Idaho Library Special Collections and Archives, https://archiveswest.orbiscascade.org/ark:80444/xv489597",ug138_1_1_014,Image;StillImage,black-and-white photograph,image/jpeg,,"Plant, Soil, and Entomological Sciences records",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/pses/pses_014.jpg,https://objects.lib.uidaho.edu/pses/small/pses_014_sm.jpg,"https://objects.lib.uidaho.edu/pses/thumbs/pses_014_th.jpg"
ug138_1_1_015.jpg,Yellow-striped armyworm,"Hallock, Harold C.",1954-08,A black and white still photograph of three yellow-striped aryworm larvae with scale.,Insecta (class); Lepidoptera (order); larvae,"Twin Falls, Idaho",Twin Falls County,42.562786,-114.460503,"Insect and Parasite Photographs, UG 138, University of Idaho Library Special Collections and Archives, https://archiveswest.orbiscascade.org/ark:80444/xv489597",ug138_1_1_015,Image;StillImage,black-and-white photograph,image/jpeg,,"Plant, Soil, and Entomological Sciences records",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/pses/pses_015.jpg,https://objects.lib.uidaho.edu/pses/small/pses_015_sm.jpg,"https://objects.lib.uidaho.edu/pses/thumbs/pses_015_th.jpg"
ug138_1_1_016.jpg,Yellow-striped armyworm,"Hallock, Harold C.",1954-06,A black and white still image of two yellow-striped armyworm larvae on a beet leaf.,Insecta (class); Lepidoptera (order); larvae,"Twin Falls, Idaho",Twin Falls County,42.562786,-114.460503,"Insect and Parasite Photographs, UG 138, University of Idaho Library Special Collections and Archives, https://archiveswest.orbiscascade.org/ark:80444/xv489597",ug138_1_1_016,Image;StillImage,black-and-white photograph,image/jpeg,,"Plant, Soil, and Entomological Sciences records",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/pses/pses_016.jpg,https://objects.lib.uidaho.edu/pses/small/pses_016_sm.jpg,"https://objects.lib.uidaho.edu/pses/thumbs/pses_016_th.jpg"
ug138_1_1_017.jpg,Say's stink bug,Unknown,,A black and white still image of the life stages of Say's stink bug (Chlorochroa sayi).,Insecta (class); Hemiptera (order); Heteroptera (suborder),,,,,"Insect and Parasite Photographs, UG 138, University of Idaho Library Special Collections and Archives, https://archiveswest.orbiscascade.org/ark:80444/xv489597",ug138_1_1_017,Image;StillImage,black-and-white photograph,image/jpeg,,"Plant, Soil, and Entomological Sciences records",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/pses/pses_017.jpg,https://objects.lib.uidaho.edu/pses/small/pses_017_sm.jpg,"https://objects.lib.uidaho.edu/pses/thumbs/pses_017_th.jpg"
ug138_1_1_018.jpg,June beetle,"Peay, Walter E.",1965,A black and white still photograph of a single June bettle in a petri dish.,Insecta (class); Coleoptera (order); Scarabaeidae (family),"Twin Falls, Idaho",Twin Falls County,42.562786,-114.460503,"Insect and Parasite Photographs, UG 138, University of Idaho Library Special Collections and Archives, https://archiveswest.orbiscascade.org/ark:80444/xv489597",ug138_1_1_018,Image;StillImage,black-and-white photograph,image/jpeg,,"Plant, Soil, and Entomological Sciences records",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/pses/pses_018.jpg,https://objects.lib.uidaho.edu/pses/small/pses_018_sm.jpg,"https://objects.lib.uidaho.edu/pses/thumbs/pses_018_th.jpg"
ug138_1_1_019.jpg,Black flea beetles,"Peay, Walter E.",1955,A black and white still photograph if black flea beetles on a leaf.,Insecta (class); Coleoptera (order); plant material,"Twin Falls, Idaho",Twin Falls County,42.562786,-114.460503,"Insect and Parasite Photographs, UG 138, University of Idaho Library Special Collections and Archives, https://archiveswest.orbiscascade.org/ark:80444/xv489597",ug138_1_1_019,Image;StillImage,black-and-white photograph,image/jpeg,,"Plant, Soil, and Entomological Sciences records",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/pses/pses_019.jpg,https://objects.lib.uidaho.edu/pses/small/pses_019_sm.jpg,"https://objects.lib.uidaho.edu/pses/thumbs/pses_019_th.jpg"
ug138_1_1_020.jpg,Two-spotted mite,"Peay, Walter E.",1960,A black and white still photograph of a drawing of a two-spotted mite.,Chelicerata (subphylum); Arachnida (class); mites,"Twin Falls, Idaho",Twin Falls County,42.562786,-114.460503,"Insect and Parasite Photographs, UG 138, University of Idaho Library Special Collections and Archives, https://archiveswest.orbiscascade.org/ark:80444/xv489597",ug138_1_1_020,Image;StillImage,black-and-white photograph,image/jpeg,,"Plant, Soil, and Entomological Sciences records",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/pses/pses_020.jpg,https://objects.lib.uidaho.edu/pses/small/pses_020_sm.jpg,"https://objects.lib.uidaho.edu/pses/thumbs/pses_020_th.jpg"
ug138_1_1_021.jpg,Spider mites,"Peay, Walter E.",1963,A black and white still photograph of spider mites on a bean leaf.,Chelicerata (subphylum); Arachnida (class); mites,"Twin Falls, Idaho",Twin Falls County,42.562786,-114.460503,"Insect and Parasite Photographs, UG 138, University of Idaho Library Special Collections and Archives, https://archiveswest.orbiscascade.org/ark:80444/xv489597",ug138_1_1_021,Image;StillImage,black-and-white photograph,image/jpeg,,"Plant, Soil, and Entomological Sciences records",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/pses/pses_021.jpg,https://objects.lib.uidaho.edu/pses/small/pses_021_sm.jpg,"https://objects.lib.uidaho.edu/pses/thumbs/pses_021_th.jpg"
ug138_1_1_022.jpg,Sugarbeet crown borer,"Peay, Walter E.",1955,A black and white still image of a single sugarbeet crown moth.,Insecta (class); Lepidoptera (order); moths (general),"Twin Falls, Idaho",Twin Falls County,42.562786,-114.460503,"Insect and Parasite Photographs, UG 138, University of Idaho Library Special Collections and Archives, https://archiveswest.orbiscascade.org/ark:80444/xv489597",ug138_1_1_022,Image;StillImage,black-and-white photograph,image/jpeg,,"Plant, Soil, and Entomological Sciences records",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/pses/pses_022.jpg,https://objects.lib.uidaho.edu/pses/small/pses_022_sm.jpg,"https://objects.lib.uidaho.edu/pses/thumbs/pses_022_th.jpg"
ug138_1_1_023.jpg,Beet leafhopper,Henderson and Douglass,1936,Three black and white still photographs of individual beet leafhoppers (Eutettix tenellus Baker) in adult form.,Insecta (class); Hemiptera (order); adulthood,"Twin Falls, Idaho",Twin Falls County,42.562786,-114.460503,"Insect and Parasite Photographs, UG 138, University of Idaho Library Special Collections and Archives, https://archiveswest.orbiscascade.org/ark:80444/xv489597",ug138_1_1_023,Image;StillImage,black-and-white photograph,image/jpeg,,"Plant, Soil, and Entomological Sciences records",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/pses/pses_023.jpg,https://objects.lib.uidaho.edu/pses/small/pses_023_sm.jpg,"https://objects.lib.uidaho.edu/pses/thumbs/pses_023_th.jpg"
ug138_1_1_024.jpg,Beet leafhopper,Henderson and Douglass,1936,Three black and white still photographs of individual instar beet leafhoppers (Eutettix tenellus Baker).,Insecta (class); Hemiptera (order); life stages,"Twin Falls, Idaho",Twin Falls County,42.562786,-114.460503,"Insect and Parasite Photographs, UG 138, University of Idaho Library Special Collections and Archives, https://archiveswest.orbiscascade.org/ark:80444/xv489597",ug138_1_1_024,Image;StillImage,black-and-white photograph,image/jpeg,,"Plant, Soil, and Entomological Sciences records",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/pses/pses_024.jpg,https://objects.lib.uidaho.edu/pses/small/pses_024_sm.jpg,"https://objects.lib.uidaho.edu/pses/thumbs/pses_024_th.jpg"
ug138_1_1_025.jpg,Beet leafhopper,Unknown,,"A black and white still image of the dorsal view of a parasitized, female beet leafhopper.",Insecta (class); Hemiptera (order); parasites,,,,,"Insect and Parasite Photographs, UG 138, University of Idaho Library Special Collections and Archives, https://archiveswest.orbiscascade.org/ark:80444/xv489597",ug138_1_1_025,Image;StillImage,black-and-white photograph,image/jpeg,,"Plant, Soil, and Entomological Sciences records",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/pses/pses_025.jpg,https://objects.lib.uidaho.edu/pses/small/pses_025_sm.jpg,"https://objects.lib.uidaho.edu/pses/thumbs/pses_025_th.jpg"
ug138_1_1_026.jpg,Sugarbeet webworm,"Peay, Walter E.",1955,A black and white still image of two sugarbeet webworm on a leaf.,Insecta (class); Lepidoptera (order); plant material,"Twin Falls, Idaho",Twin Falls County,42.562786,-114.460503,"Insect and Parasite Photographs, UG 138, University of Idaho Library Special Collections and Archives, https://archiveswest.orbiscascade.org/ark:80444/xv489597",ug138_1_1_026,Image;StillImage,black-and-white photograph,image/jpeg,,"Plant, Soil, and Entomological Sciences records",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/pses/pses_026.jpg,https://objects.lib.uidaho.edu/pses/small/pses_026_sm.jpg,"https://objects.lib.uidaho.edu/pses/thumbs/pses_026_th.jpg"
ug138_1_1_027.jpg,Sugarbeet webworm moth,"Peay, Walter E.",1964,A black and white image of an individual adult sugarbeet webworm moth.,Insecta (class); Lepidoptera (order); moths (general),"Twin Falls, Idaho",Twin Falls County,42.562786,-114.460503,"Insect and Parasite Photographs, UG 138, University of Idaho Library Special Collections and Archives, https://archiveswest.orbiscascade.org/ark:80444/xv489597",ug138_1_1_027,Image;StillImage,black-and-white photograph,image/jpeg,,"Plant, Soil, and Entomological Sciences records",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/pses/pses_027.jpg,https://objects.lib.uidaho.edu/pses/small/pses_027_sm.jpg,"https://objects.lib.uidaho.edu/pses/thumbs/pses_027_th.jpg"
ug138_1_1_028.jpg,Sugarbeet webworm,"Peay, Walter E.",1956-08,A black and white still image of five sugarbeet webworm larvae collected from a beetfield.,Insecta (class); Lepidoptera (order); larvae,"Twin Falls, Idaho",Twin Falls County,42.562786,-114.460503,"Insect and Parasite Photographs, UG 138, University of Idaho Library Special Collections and Archives, https://archiveswest.orbiscascade.org/ark:80444/xv489597",ug138_1_1_028,Image;StillImage,black-and-white photograph,image/jpeg,,"Plant, Soil, and Entomological Sciences records",eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/pses/pses_028.jpg,https://objects.lib.uidaho.edu/pses/small/pses_028_sm.jpg,"https://objects.lib.uidaho.edu/pses/thumbs/pses_028_th.jpg"
