objectid,title,photographer,mine,depth,date,description,donor,subject,subject (lctgm),location,source,finding aid,digital collection,holding insititution,format original,format,type,identifier,date digital,language,rights,rightsstatement,digitization specifications,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,display_template,filename,object_location,image_small,image_thumb,errors
watkins10,St. Lawrence Mine 800 ft. level West [no. 1180],"Watkins, Carleton E.",St. Lawrence Mine,800,1890,St. Lawrence 800 level West Ore 40 ft.,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1180,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/10,10,19.jp2,/watkins/image/19.jp2,image,watkins10.jpg,https://objects.lib.uidaho.edu/watkins/watkins10.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins10_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins10_th.jpg,""
watkins11,Anaconda Mine 1000 ft. level East [no. 1164],"Watkins, Carleton E.",Anaconda Mine,1000,1890,Anaconda Mine 1000 level East. Wealth of ore 45 ft.,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1164,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/11,11,2.jp2,/watkins/image/2.jp2,image,watkins11.jpg,https://objects.lib.uidaho.edu/watkins/watkins11.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins11_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins11_th.jpg,""
watkins12,St. Lawrence Mine 800 ft. level West [no. 1182],"Watkins, Carleton E.",St. Lawrence Mine,800,1890,St. Lawrence 800 level West Ore 40 ft.,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1182,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/12,12,20.jp2,/watkins/image/20.jp2,image,watkins12.jpg,https://objects.lib.uidaho.edu/watkins/watkins12.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins12_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins12_th.jpg,""
watkins13,St. Lawrence Mine 700 ft. level East [no. 1183],"Watkins, Carleton E.",St. Lawrence Mine,700,1890,St. Lawrence 700 level East Ore 36 ft.,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1183,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/13,13,21.jp2,/watkins/image/21.jp2,image,watkins13.jpg,https://objects.lib.uidaho.edu/watkins/watkins13.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins13_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins13_th.jpg,""
watkins14,St. Lawrence Mine 700 ft. level East [no. 1184],"Watkins, Carleton E.",St. Lawrence Mine,700,1890,St. Lawrence 700 level East Ore 36 ft.,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1184,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/14,14,22.jp2,/watkins/image/22.jp2,image,watkins14.jpg,https://objects.lib.uidaho.edu/watkins/watkins14.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins14_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins14_th.jpg,""
watkins15,St. Lawrence Mine 800 ft. level East [no. 1185],"Watkins, Carleton E.",St. Lawrence Mine,800,1890,St. Lawrence 800 level East Ore 35 ft.,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1185,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/15,15,23.jp2,/watkins/image/23.jp2,image,watkins15.jpg,https://objects.lib.uidaho.edu/watkins/watkins15.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins15_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins15_th.jpg,""
watkins16,St. Lawrence Mine Pump Station 400' level [no. 1186],"Watkins, Carleton E.",St. Lawrence Mine,400,1890,St. Lawrence Pump Station 400 level,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1186,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/16,16,24.jp2,/watkins/image/24.jp2,image,watkins16.jpg,https://objects.lib.uidaho.edu/watkins/watkins16.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins16_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins16_th.jpg,""
watkins17,St. Lawrence Mine 600 ft. level East [no. 1187],"Watkins, Carleton E.",St. Lawrence Mine,600,1890,St. Lawrence 600 level East Ore 35 ft.,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1187,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/17,17,25.jp2,/watkins/image/25.jp2,image,watkins17.jpg,https://objects.lib.uidaho.edu/watkins/watkins17.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins17_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins17_th.jpg,""
watkins18,St. Lawrence Mine 600 ft. level East [no. 1188],"Watkins, Carleton E.",St. Lawrence Mine,600,1890,St. Lawrence 600 level East Ore 35 ft.,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1188,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/18,18,26.jp2,/watkins/image/26.jp2,image,watkins18.jpg,https://objects.lib.uidaho.edu/watkins/watkins18.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins18_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins18_th.jpg,""
watkins19,St. Lawrence Mine 600 ft. level East [no. 1189],"Watkins, Carleton E.",St. Lawrence Mine,600,1890,St. Lawrence 600 level East Ore 35 ft.,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1189,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/19,19,27.jp2,/watkins/image/27.jp2,image,watkins19.jpg,https://objects.lib.uidaho.edu/watkins/watkins19.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins19_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins19_th.jpg,""
