objectid,parentid,title,description,creator,creators title,date,date is approximate?,section,subject,location,latitude,longitude,publisher,digital collection,source,original_link,national archive number,regional office number,identifier,rights,rightsstatement,format_original,duration,type,format,language,digitization specifications,date digital,cdm_url,cdmid,display_template,filename,object_location,image_small,image_thumb,object_transcript
sbw-gallery-011,sbw320,Monarch butterfly at Travelers' Rest State Park. Photo courtesy of the TRSP facebook page.,,,,,,Wilderness Voices,,Selway-Bitterroot Wilderness (Idaho and Mont.),,,"Wilderness Voices, The Selway-Bitteroot Wilderness History Project, https://selwaybitterrootproject.wordpress.com/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html","Wilderness Voices, The Selway-Bitteroot Wilderness History Project, https://selwaybitterrootproject.wordpress.com/",https://selwaybitterrootproject.wordpress.com/2013/08/13/ancient-communities-of-the-selway-bitterroot-wilderness/; https://selwaybitterrootproject.wordpress.com/wp-content/uploads/2013/08/vernon-in-museum-standing-next-to-quote-from-lc-journals.jpg; https://selwaybitterrootproject.wordpress.com/wp-content/uploads/2013/08/monarch1.jpg,,,Selway-Podcast-ep43,"Copyright: The Selway-Bitteroot Wilderness History Project. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Image;StillImage,image/jpeg,,,,,,image,sbw-gallery-011.jpg,https://objects.lib.uidaho.edu/sbw/sbw-gallery-011.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw-gallery-011_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw-gallery-011_th.jpg,
sbw-gallery-012,sbw320,Navigation instruments such as the ones that Lewis and Clark might have used.,,,,,,Wilderness Voices,,Selway-Bitterroot Wilderness (Idaho and Mont.),,,"Wilderness Voices, The Selway-Bitteroot Wilderness History Project, https://selwaybitterrootproject.wordpress.com/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html","Wilderness Voices, The Selway-Bitteroot Wilderness History Project, https://selwaybitterrootproject.wordpress.com/",https://selwaybitterrootproject.wordpress.com/2013/08/13/ancient-communities-of-the-selway-bitterroot-wilderness/; https://selwaybitterrootproject.wordpress.com/wp-content/uploads/2013/08/vernon-in-museum-standing-next-to-quote-from-lc-journals.jpg; https://selwaybitterrootproject.wordpress.com/wp-content/uploads/2013/08/navigation.jpg,,,Selway-Podcast-ep43,"Copyright: The Selway-Bitteroot Wilderness History Project. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Image;StillImage,image/jpeg,,,,,,image,sbw-gallery-012.jpg,https://objects.lib.uidaho.edu/sbw/sbw-gallery-012.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw-gallery-012_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw-gallery-012_th.jpg,
sbw-gallery-013,sbw320,This quilt was created by 3rd and 4th graders from Missoula's Sussex School as the culmination of a three-month study of the Lewis and Clark Expedition. Photo courtesy of the TRSP facebook page.,,,,,,Wilderness Voices,,Selway-Bitterroot Wilderness (Idaho and Mont.),,,"Wilderness Voices, The Selway-Bitteroot Wilderness History Project, https://selwaybitterrootproject.wordpress.com/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html","Wilderness Voices, The Selway-Bitteroot Wilderness History Project, https://selwaybitterrootproject.wordpress.com/",https://selwaybitterrootproject.wordpress.com/2013/08/13/ancient-communities-of-the-selway-bitterroot-wilderness/; https://selwaybitterrootproject.wordpress.com/wp-content/uploads/2013/08/vernon-in-museum-standing-next-to-quote-from-lc-journals.jpg; https://selwaybitterrootproject.wordpress.com/wp-content/uploads/2013/08/quilt1.jpg,,,Selway-Podcast-ep43,"Copyright: The Selway-Bitteroot Wilderness History Project. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Image;StillImage,image/jpeg,,,,,,image,sbw-gallery-013.jpg,https://objects.lib.uidaho.edu/sbw/sbw-gallery-013.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw-gallery-013_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw-gallery-013_th.jpg,
sbw-gallery-014,sbw320,"Stephen Small Salmon, Pend Orielle tribal elder, telling native stories during the winter storytelling series at Travelers' Rest State Park. Photo courtesy of the TRSP facebook page.",,,,,,Wilderness Voices,,Selway-Bitterroot Wilderness (Idaho and Mont.),,,"Wilderness Voices, The Selway-Bitteroot Wilderness History Project, https://selwaybitterrootproject.wordpress.com/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html","Wilderness Voices, The Selway-Bitteroot Wilderness History Project, https://selwaybitterrootproject.wordpress.com/",https://selwaybitterrootproject.wordpress.com/2013/08/13/ancient-communities-of-the-selway-bitterroot-wilderness/; https://selwaybitterrootproject.wordpress.com/wp-content/uploads/2013/08/vernon-in-museum-standing-next-to-quote-from-lc-journals.jpg; https://selwaybitterrootproject.wordpress.com/wp-content/uploads/2013/08/storyteller1.jpg,,,Selway-Podcast-ep43,"Copyright: The Selway-Bitteroot Wilderness History Project. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Image;StillImage,image/jpeg,,,,,,image,sbw-gallery-014.jpg,https://objects.lib.uidaho.edu/sbw/sbw-gallery-014.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw-gallery-014_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw-gallery-014_th.jpg,
sbw-gallery-015,sbw320,"Frances Vanderburg, Salish elder, sharing stories at Travelers' Rest State Park. Photo courtesy of the TRSP facebook page.",,,,,,Wilderness Voices,,Selway-Bitterroot Wilderness (Idaho and Mont.),,,"Wilderness Voices, The Selway-Bitteroot Wilderness History Project, https://selwaybitterrootproject.wordpress.com/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html","Wilderness Voices, The Selway-Bitteroot Wilderness History Project, https://selwaybitterrootproject.wordpress.com/",https://selwaybitterrootproject.wordpress.com/2013/08/13/ancient-communities-of-the-selway-bitterroot-wilderness/; https://selwaybitterrootproject.wordpress.com/wp-content/uploads/2013/08/vernon-in-museum-standing-next-to-quote-from-lc-journals.jpg; https://selwaybitterrootproject.wordpress.com/wp-content/uploads/2013/08/storyteller2a.jpg,,,Selway-Podcast-ep43,"Copyright: The Selway-Bitteroot Wilderness History Project. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Image;StillImage,image/jpeg,,,,,,image,sbw-gallery-015.jpg,https://objects.lib.uidaho.edu/sbw/sbw-gallery-015.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw-gallery-015_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw-gallery-015_th.jpg,
sbw-gallery-016,sbw320,Reproduction of a native tipi,,,,,,Wilderness Voices,,Selway-Bitterroot Wilderness (Idaho and Mont.),,,"Wilderness Voices, The Selway-Bitteroot Wilderness History Project, https://selwaybitterrootproject.wordpress.com/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html","Wilderness Voices, The Selway-Bitteroot Wilderness History Project, https://selwaybitterrootproject.wordpress.com/",https://selwaybitterrootproject.wordpress.com/2013/08/13/ancient-communities-of-the-selway-bitterroot-wilderness/; https://selwaybitterrootproject.wordpress.com/wp-content/uploads/2013/08/vernon-in-museum-standing-next-to-quote-from-lc-journals.jpg; https://selwaybitterrootproject.wordpress.com/wp-content/uploads/2013/08/tipi2.jpg,,,Selway-Podcast-ep43,"Copyright: The Selway-Bitteroot Wilderness History Project. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Image;StillImage,image/jpeg,,,,,,image,sbw-gallery-016.jpg,https://objects.lib.uidaho.edu/sbw/sbw-gallery-016.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw-gallery-016_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw-gallery-016_th.jpg,
sbw-gallery-017,sbw320,Reproduction of a native tipi at Travelers' Rest State Park. Photo courtesy of the TRSP facebook page.,,,,,,Wilderness Voices,,Selway-Bitterroot Wilderness (Idaho and Mont.),,,"Wilderness Voices, The Selway-Bitteroot Wilderness History Project, https://selwaybitterrootproject.wordpress.com/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html","Wilderness Voices, The Selway-Bitteroot Wilderness History Project, https://selwaybitterrootproject.wordpress.com/",https://selwaybitterrootproject.wordpress.com/2013/08/13/ancient-communities-of-the-selway-bitterroot-wilderness/; https://selwaybitterrootproject.wordpress.com/wp-content/uploads/2013/08/vernon-in-museum-standing-next-to-quote-from-lc-journals.jpg; https://selwaybitterrootproject.wordpress.com/wp-content/uploads/2013/08/tipia.jpg,,,Selway-Podcast-ep43,"Copyright: The Selway-Bitteroot Wilderness History Project. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Image;StillImage,image/jpeg,,,,,,image,sbw-gallery-017.jpg,https://objects.lib.uidaho.edu/sbw/sbw-gallery-017.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw-gallery-017_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw-gallery-017_th.jpg,
sbw-gallery-018,sbw320,Cultural center at Travelers' Rest State Park in the Bitterroot Valley,,,,,,Wilderness Voices,,Selway-Bitterroot Wilderness (Idaho and Mont.),,,"Wilderness Voices, The Selway-Bitteroot Wilderness History Project, https://selwaybitterrootproject.wordpress.com/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html","Wilderness Voices, The Selway-Bitteroot Wilderness History Project, https://selwaybitterrootproject.wordpress.com/",https://selwaybitterrootproject.wordpress.com/2013/08/13/ancient-communities-of-the-selway-bitterroot-wilderness/; https://selwaybitterrootproject.wordpress.com/wp-content/uploads/2013/08/vernon-in-museum-standing-next-to-quote-from-lc-journals.jpg; https://selwaybitterrootproject.wordpress.com/wp-content/uploads/2013/08/trsp.jpg,,,Selway-Podcast-ep43,"Copyright: The Selway-Bitteroot Wilderness History Project. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Image;StillImage,image/jpeg,,,,,,image,sbw-gallery-018.jpg,https://objects.lib.uidaho.edu/sbw/sbw-gallery-018.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw-gallery-018_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw-gallery-018_th.jpg,
sbw-gallery-019,sbw320,Male Pileated Woodpecker at Travelers' Rest State Park. Photo courtesy of the TRSP facebook page.,,,,,,Wilderness Voices,,Selway-Bitterroot Wilderness (Idaho and Mont.),,,"Wilderness Voices, The Selway-Bitteroot Wilderness History Project, https://selwaybitterrootproject.wordpress.com/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html","Wilderness Voices, The Selway-Bitteroot Wilderness History Project, https://selwaybitterrootproject.wordpress.com/",https://selwaybitterrootproject.wordpress.com/2013/08/13/ancient-communities-of-the-selway-bitterroot-wilderness/; https://selwaybitterrootproject.wordpress.com/wp-content/uploads/2013/08/vernon-in-museum-standing-next-to-quote-from-lc-journals.jpg; https://selwaybitterrootproject.wordpress.com/wp-content/uploads/2013/08/woodpecker1.jpg,,,Selway-Podcast-ep43,"Copyright: The Selway-Bitteroot Wilderness History Project. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Image;StillImage,image/jpeg,,,,,,image,sbw-gallery-019.jpg,https://objects.lib.uidaho.edu/sbw/sbw-gallery-019.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw-gallery-019_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw-gallery-019_th.jpg,
sbw-gallery-020,sbw320,Fall colors on Lolo Creek.,,,,,,Wilderness Voices,,Selway-Bitterroot Wilderness (Idaho and Mont.),,,"Wilderness Voices, The Selway-Bitteroot Wilderness History Project, https://selwaybitterrootproject.wordpress.com/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html","Wilderness Voices, The Selway-Bitteroot Wilderness History Project, https://selwaybitterrootproject.wordpress.com/",https://selwaybitterrootproject.wordpress.com/2013/08/13/ancient-communities-of-the-selway-bitterroot-wilderness/; https://selwaybitterrootproject.wordpress.com/wp-content/uploads/2013/08/vernon-in-museum-standing-next-to-quote-from-lc-journals.jpg; https://selwaybitterrootproject.wordpress.com/wp-content/uploads/2013/08/lolo.jpg,,,Selway-Podcast-ep43,"Copyright: The Selway-Bitteroot Wilderness History Project. In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Image;StillImage,image/jpeg,,,,,,image,sbw-gallery-020.jpg,https://objects.lib.uidaho.edu/sbw/sbw-gallery-020.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw-gallery-020_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw-gallery-020_th.jpg,
